original_phrase,paraphrase,approach_name,semantic_similarity,bleu,bert_score,sacre_bleu,persona
"Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n","Imagine you have a collection of coins, and each coin is a bit unfair – some are more likely to land on heads than others. You've got an even number of these coins. The challenge is to pick exactly half of them so that if you flipped those chosen coins, you'd have the best chance of getting exactly the same number of heads as the number of coins you picked. Basically, how do you choose the most 'headsy' balanced set?",llms,0.737450302,1.6e-78,0.954436243,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.,Write a function that takes as input a list of classifications from multiple neural networks for a single image. Implement a voting mechanism to aggregate these classifications and determine the most probable class. The function should also output a confidence score reflecting the agreement among the networks.,llms,0.856988549,5.83e-155,0.97041446,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.,"Develop a service endpoint that aggregates image classification predictions from 'n' distinct neural network models. Implement a fusion algorithm to determine the consensus classification based on these individual outputs, providing a final classification label and a corresponding confidence score that reflects the agreement (or disagreement) across the input models.",llms,0.731696963,1.27e-231,0.964798927,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.,"Imagine you have several different computer programs, each trying to identify what's in a picture. I need a system that takes all their individual guesses, decides on the most probable answer based on those guesses, and then tells me how sure it is that it's right – like a percentage or a rating.",llms,0.651667774,4.09e-155,0.956436157,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
"Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows.","Write a Python script using pandas to reshape a dataframe containing patient data. The input dataframe has columns for 'Patient ID', 'age', 'sex', 'procedure type', and hourly data columns '1' through '10'. Transform this data so that each 'Patient ID' has multiple rows, one for each hour (1-10). Create a new 'Time since surgery' column representing the hour number. Ensure that patient-specific attributes like 'age', 'sex', and 'procedure type' are duplicated correctly across the hourly rows for each patient.",llms,0.62378335,0.048900236,0.96580416,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
"Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows.","Refactor a pandas DataFrame, initially structured with patient demographics and hourly measurements post-surgery, into a time-series format. The input DataFrame contains 'Patient ID', 'age', 'sex', 'procedure type', and hourly columns ('1' through '10'). The transformation should produce a new DataFrame where each 'Patient ID' has multiple rows, one for each hour post-surgery (1-10). A new 'Time since surgery' column should indicate the hour. Patient-specific data (age, sex, procedure type) should be consistently replicated across each hourly entry for a given 'Patient ID'.",llms,0.615736961,0.084389886,0.966125607,0.087537833,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
"Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows.","I have a table of patient data in a spreadsheet. The columns are: Patient ID, age, sex, procedure type, and then separate columns for each hour from 1 to 10 after their surgery. I need some instructions that can automatically restructure this table. I want to create a new table where each patient has multiple rows, one for each hour after surgery. The first column of this new table should clearly indicate the 'Time since surgery' (in hours). Important: information like age and sex should stay consistent for each patient across all their hourly rows.",llms,0.833558917,0.173139937,0.968173385,0.155958742,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
Write a sorting function that sorts strings according to underlying ordering.,"Implement a function that takes a list of strings as input and returns a new list containing the same strings, but sorted alphabetically according to their lexicographical order.",llms,0.703413963,5.31e-155,0.9677158,0.0,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing."
Write a sorting function that sorts strings according to underlying ordering.,"Implement a string sorting algorithm that arranges a given list of strings in ascending lexicographical order, leveraging the built-in string comparison mechanisms of the programming language.",llms,0.777614415,1.18e-231,0.966452777,0.0,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. "
Write a sorting function that sorts strings according to underlying ordering.,"I need a set of instructions, like a recipe, that a computer can follow to arrange a list of words into the correct order, as defined by the alphabet. Think of it as alphabetizing, but the computer needs precise steps.",llms,0.555704296,9.89e-232,0.96065557,0.0,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts."
