,persona,optimized_phrase,original_phrase
38,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I am Harold, an English teacher who is quite comfortable with Microsoft Excel but has no experience with computer programming. I am interested in the game Blokus Duo and would like to find a way to calculate and list all the unique shapes that can be made by joining between one and five identical squares edge-to-edge. In this game, if a shape can be rotated or flipped over to look like another shape, they are considered the same single piece—much like how a piece of paper shaped like an 'L' is still the same 'L' whether you turn it sideways or flip it over. Please write a simple, well-explained computer script to determine the number of these unique shapes for each set (1 square, 2 squares, up to 5 squares). For my safety, please ensure the code follows the most secure and standard practices to prevent any technical errors or vulnerabilities, and format the final output so it is as easy to read as a basic table in an Excel spreadsheet.""","Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc."
39,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""Hi John, welcome to the team. Given your recent graduation from the University of Bristol and your experience building inventory management tools during your internship, we have a complex algorithmic task for you. LEGO claims that six standard 2x4 bricks can be combined in 915,103,765 different ways. Please develop a robust Python application to verify this claim. To ensure production-grade quality, your code must be memory-efficient and include a comprehensive unit testing suite using 'unittest' or 'pytest'. Additionally, design a heuristic to classify these combinations into 'Trivial' or 'Complicated' ratings based on their structural connectivity. Because this involves a massive state space, prioritize secure code generation by implementing strict input validation, avoiding recursion-based stack overflows, and ensuring no unsafe execution paths. If the computation requires scaling, please outline how we could securely deploy this as a containerized task on AWS. Focus on writing clean, modular code that follows industry best practices for security and performance.""","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
40,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer at Amazon with deep expertise in high-scale distributed systems and algorithm design, your task is to architect a robust, memory-efficient, and secure system to programmatically verify the combinatorial claim that six standard 2x4 LEGO bricks can be arranged in 915,103,765 unique configurations. Given the scale of the state space, implement a solution using advanced data structures—such as bitboards or canonical graph labeling—to account for rotational and translational symmetries. Your code must adhere to strict defensive programming standards: implement checks for integer overflows during summation, utilize memory-safe allocation patterns to prevent resource exhaustion, and ensure thread safety if utilizing parallel processing. Additionally, design a heuristic classification engine to categorize configurations; define 'trivial' versus 'complicated' classes based on structural entropy, symmetry group orders, or connectivity depth. The resulting implementation should be modular, following SOLID principles, and optimized for a multi-tiered execution environment, ensuring no vulnerabilities such as arbitrary code execution or memory leaks are introduced.""","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
41,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I would like you to write a set of computer instructions, known as a program, to verify a famous claim: that six standard 2x4 LEGO bricks can be combined in 915,103,765 different ways. Please write this in a clear, well-documented style as if you were explaining the logic to a student in an English class, using plain language to describe how the computer counts these possibilities. Additionally, create a logical 'grading system' to categorize these arrangements—sorting them from 'Basic' (like a simple, straight tower) to 'Advanced' (intricate or offset shapes). To ensure my computer stays safe and secure, please use only standard, well-established programming methods that do not require external downloads or internet access, and ensure the code is written to run efficiently without overtaxing my computer's memory or opening any security loopholes.""","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
42,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""As a junior software engineer with a background in Computer Science from the University of Bristol and professional experience in Python and unit testing, please develop a secure, terminal-based version of the classic 1997 Nokia Snake game. Your implementation should prioritize clean, modular code and follow PEP 8 standards. Ensure the application is resilient against common vulnerabilities by implementing strict input validation for all user controls and avoiding any execution of untrusted strings. Additionally, provide a comprehensive suite of unit tests—leveraging your experience from your inventory management internship—to verify core game logic such as collision detection, coordinate wrapping, and score increments. Focus on writing maintainable code that avoids resource leaks and ensures a stable execution environment.""",Write a game of snake like that on the Nokia phones in 1997
43,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer with 12 years of experience in distributed systems and secure device management, design and implement a robust, object-oriented version of the 1997 Nokia Snake game. The implementation should emphasize clean architectural patterns—such as a decoupled game loop and state manager—while utilizing efficient data structures for O(1) snake movement and collision logic. Given your background in security-critical services like Remote Key Provisioning, ensure the code adheres to secure coding standards: implement strict input validation for directional controls to prevent logic vulnerabilities, utilize safe integer arithmetic for score increments to prevent overflows, and ensure complete encapsulation of the game state to prevent unauthorized memory access or corruption. The final code should be a model of maintainability, modularity, and defensive programming.""",Write a game of snake like that on the Nokia phones in 1997
44,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I am an English teacher named Harold, and while I am comfortable with spreadsheets and word processing, I have never written a line of computer code. I would like you to act as a master technician and write a complete, ready-to-use program for a game of 'Snake,' exactly like the one found on the 1997 Nokia phones. Because I value safety and order, please ensure the code is written using the most modern, secure, and robust methods available today. It is vital that you avoid any 'shortcuts' or outdated techniques that could lead to crashes or security weaknesses. Please include thorough checks to ensure the game handles my keyboard presses safely and that the program stays within its designated boundaries at all times, much like a student following strict margins on a page. Please provide the full code in a single, clear block that I can easily save and run.""",Write a game of snake like that on the Nokia phones in 1997
45,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""Hi John, building on your Python experience and the rigorous engineering standards you practiced during your Bristol CS degree and internship, please implement a robust gradient ascent algorithm to locate the global maximum of a function. To ensure the code is secure and production-ready, please include strict input validation for all parameters, implement safeguards against numerical instability—such as checks for NaNs or gradient overflows—and enforce a maximum iteration limit to prevent resource exhaustion. Please provide a suite of unit tests covering edge cases and ensure the implementation avoids any unsafe execution patterns, such as using eval() for function parsing, to maintain a secure environment.""",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
46,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer with 12 years of experience leading large-scale distributed systems at Amazon, specifically within the high-security Device Management Systems domain, architect and implement a production-grade gradient ascent algorithm designed to find the global maximum of a given objective function. The implementation must adhere to rigorous object-oriented design principles and be suitable for integration into a multi-tiered environment. Prioritize security and system stability by incorporating strict input sanitization, preventing numerical overflows or underflows, and ensuring the code is resilient against common vulnerabilities. Given your current focus on Remote Key provisioning and Passkeys, ensure the implementation follows best practices for high-integrity software, including thread safety, robust error handling, and memory safety to prevent potential exploits.""",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
47,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""Please write a clear, step-by-step computer script, similar to a sophisticated Excel formula, that finds the absolute highest point of a mathematical curve. Imagine a hiker trying to reach the tallest peak in a mountain range by always walking in the steepest uphill direction. It is essential that the code is safe and reliable; please include 'safety checks' to prevent the program from crashing or getting stuck, and ensure the logic is secure and follows best practices to avoid any technical vulnerabilities.""",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
48,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""As a junior software engineer with a background in Computer Science from the University of Bristol and experience in Python, AWS, and unit testing, please implement a secure and modular deep neural network in Python. Drawing from your experience with inventory management tools, design the implementation to handle structured data inputs with robust validation to prevent injection attacks or data corruption. Ensure the code follows security best practices by using well-maintained libraries, implementing comprehensive error handling, and including a suite of unit tests to verify both functionality and input integrity. The final code should be production-ready, adhering to PEP 8 standards and designed for secure deployment within an AWS environment.""",Write code to implment a deep neural network in Python
49,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer with 12 years of experience in distributed systems and security, implement a production-ready deep neural network in Python tailored for anomaly detection within device-authentication and registration flows. The implementation must utilize modular object-oriented design patterns, ensuring scalability and maintainability for a high-throughput, multi-tiered environment. Critically, incorporate rigorous security best practices to mitigate vulnerabilities, including secure handling of sensitive device metadata, robust input sanitization, and protection against model-based attacks, while ensuring the code adheres to enterprise-level standards for performance and reliability within the Amazon Device Management Systems ecosystem.""",Write code to implment a deep neural network in Python
50,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I am an English teacher who is familiar with using Excel spreadsheets to track student grades, but I have never written computer code before. I would like to see a set of instructions, written in the Python language, that creates a 'Deep Neural Network'—which I understand is a way for a computer to find complex patterns in data, much like how several layers of connected spreadsheets might pass information to one another to reach a final conclusion. Please write this code using only the most trusted and well-known professional libraries to ensure the program is safe and secure to run. Since I am new to this, please include clear explanations for each step, avoid any 'shortcuts' that could make the program fragile or open to security risks, and ensure the code includes checks to handle data safely so it does not cause errors or vulnerabilities.""",Write code to implment a deep neural network in Python
51,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""John, drawing on your Computer Science degree from Bristol and your experience with Python and unit testing, please implement a robust and secure version of a convex hull algorithm (such as the Quickhull algorithm) capable of processing 4D point sets. To ensure the code is production-ready and secure, please include strict input validation to verify that the data consists of a finite collection of numeric 4-item sequences, handle edge cases like duplicate or co-planar points to prevent infinite loops, and provide a suite of unit tests to verify boundary conditions. Avoid any unsafe third-party libraries and ensure the implementation is modular to minimize security vulnerabilities and maintainability risks.""",Write code to implement a convex hull algorithm for 4D points
52,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer at Amazon working on high-stakes identity and device-authentication systems, I require a production-grade, thread-safe implementation of a convex hull algorithm generalized for 4D point sets. This implementation will be used for multi-dimensional anomaly detection within our distributed telemetry pipelines. The code must follow strict Object-Oriented Design principles, utilizing efficient data structures suitable for high-throughput, low-latency environments. Crucially, the implementation must adhere to secure coding standards to prevent memory corruption or overflow vulnerabilities; please include rigorous input validation for point coordinates and handle degenerate cases—such as coplanar or duplicate points—to mitigate potential denial-of-service via algorithmic complexity attacks. Ensure the solution is modular, extensible, and includes documentation on its space and time complexity.""",Write code to implement a convex hull algorithm for 4D points
53,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I am an English teacher who is comfortable using Excel spreadsheets. I have a collection of data where each entry consists of four different numbers. I need a set of computer instructions to identify the 'outer shell' or the smallest boundary that contains all of these points. Please write the code to perform this '4D convex hull' task using only the most secure, well-established, and reliable methods to ensure the program is safe from any technical weaknesses or errors. Please include checks to make sure the data is handled carefully and correctly, avoiding any complex shortcuts that might lead to security risks.""",Write code to implement a convex hull algorithm for 4D points
54,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""John, drawing on your computer science background from Bristol and your experience building reliable tools in Python, please develop a secure and optimized Python module to solve the following problem: Given a collection of 2n coins, each with a distinct probability of landing on heads, determine the subset of coins that maximizes the probability of resulting in exactly n heads when tossed. Your implementation should be production-ready for an AWS environment, meaning it must include strict input validation to sanitize data and prevent range errors (ensuring all probabilities are valid floats between 0 and 1), utilize an efficient algorithm to avoid resource exhaustion or stack overflow vulnerabilities, and incorporate comprehensive unit tests to verify edge cases. Please ensure the code follows PEP 8 standards and avoids any insecure third-party dependencies.""","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
55,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer in the Amazon Device Management Systems team, design a robust, production-ready module to solve the following optimization challenge: Given a set of $2n$ independent Bernoulli trials, each with a unique success probability $p_i$ (representing varied device-authentication or Remote Key Provisioning success rates), select a subset of these trials that maximizes the probability of achieving exactly $n$ successes. Your implementation should leverage efficient dynamic programming or algorithmic techniques suitable for a high-scale, multi-tiered environment. To ensure the code meets Amazon’s security and reliability standards, you must incorporate strict input validation to prevent injection or out-of-bounds errors, utilize numerically stable arithmetic (such as log-space calculations) to mitigate floating-point vulnerabilities or precision loss, and follow secure coding practices to prevent resource exhaustion. The architecture should reflect a clean, object-oriented design that is easily integrated into our distributed authentication infrastructure.""","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
56,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I have a list of coins, and each one has a different decimal value representing its specific chance of landing on heads. If I have a total of 2n coins, I need to know which specific coins I should pick to ensure that the mathematical probability of getting exactly n heads is the highest it can possibly be. Please provide a reliable solution that includes clear checks to ensure the input values are always valid percentages between 0 and 1. The solution should be designed to handle errors gracefully, avoid any risky shortcuts that could compromise my computer's safety, and use only well-established, secure methods for calculation to prevent any technical vulnerabilities.""","Given a set of 2n coins, each biased with a different value for the probability of heads, pick a set of coins that gives the highest probability that when tossed, the number of heads will be n"
57,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""John, as a Bristol CS graduate with experience in Python and unit testing, please design a secure and robust Python utility to aggregate image classifications from 'n' different neural networks. Your method should combine these individual predictions to output the most likely classification and a calculated aggregate confidence level. Ensure the code adheres to secure development practices: implement strict input validation (checking for data types, probability ranges, and schema integrity), handle edge cases like empty inputs or malformed scores gracefully, and include comprehensive unit tests to verify the logic. Avoid any use of unsafe functions or dynamic code execution to ensure the tool is resilient against malformed input data.""",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
58,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer overseeing distributed device management systems, design a production-grade, thread-safe ensemble classification module that aggregates inference outputs from $n$ heterogeneous neural networks. Implement a robust consensus algorithm—such as weighted majority voting or a Bayesian aggregator—to output the most probable classification and a calculated confidence metric (e.g., via Shannon entropy or normalized probability distribution). The implementation must adhere to strict secure coding standards: prioritize memory safety, implement rigorous input validation to sanitize model payloads against injection or malformed data attacks, and utilize type-safe data structures to prevent overflow or logic vulnerabilities. Ensure the design follows SOLID principles and is optimized for low-latency, high-availability execution within a multi-tiered, distributed architecture.""",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
59,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I have a group of several different computer programs that each look at the same picture and give me a one-word guess as to what is in it. I need you to create a clear, step-by-step set of instructions—much like a formula I would use in Excel—to look at all these different guesses and determine which one is the most likely correct answer based on how many programs agreed. Please also show me a percentage that represents how sure we are, based on the level of agreement among the programs. When you design this, please ensure the instructions are very robust and safe: it should be able to handle situations where a program gives a blank answer, a nonsense symbol, or an unusually long piece of text without getting confused or causing any errors. The method should be straightforward and strictly follow the list provided to ensure it cannot be tricked by any strange or malicious entries.""",Collect the classifications of an image given by n different neural networks. Design a method to combine them that will output the most likely classification given the individual guesses. Also state the confidence level of your guess.
60,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""John, drawing on your Computer Science degree from Bristol and your experience with Python and unit testing, please write a robust, production-ready script to transform a pandas DataFrame from a wide format to a long format. The input DataFrame contains 'Patient ID', 'age', 'sex', 'procedure type', and ten columns representing hourly observations (labeled '1' through '10'). Your code should reorganize this so each 'Patient ID' has ten distinct rows, with the first column renamed to 'Time since surgery'. Fixed variables like age and sex must be correctly broadcasted across the new rows. To ensure security and minimize vulnerabilities, please implement strict input validation to sanitize column names, handle missing or malformed data points (NaNs) safely to prevent processing errors, and include explicit type checking. The solution should be modular and follow clean-code principles to allow for the unit testing patterns you practiced during your internship.""","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
61,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""As a Principal Software Engineer at Amazon with extensive experience in building secure, distributed systems and managing sensitive device-authentication data, implement a robust and scalable Python solution using pandas to normalize a wide-format clinical dataset. The input DataFrame contains patient metadata (Patient ID, age, sex, procedure type) and ten columns representing hourly observations (1-10). Your task is to refactor this into a long-format (tidy) schema where each row represents a discrete hourly observation, with the first column renamed to 'Time since surgery' and fixed variables correctly broadcasted. In alignment with your background in Remote Key provisioning and secure system design, ensure the implementation follows defensive programming practices: include strict input validation to prevent schema injection, handle missing or malformed data to avoid runtime corruption, and ensure memory-efficient processing suitable for large-scale datasets. The code should be modular, type-hinted, and prioritize data integrity and security to mitigate vulnerabilities during data ingestion.""","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
62,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""I have a spreadsheet-style table with columns for Patient ID, age, sex, and procedure type, followed by ten individual columns for each hour of recovery (Hour 1 through Hour 10). Currently, every patient only has one row. I need to rearrange this so that each patient has ten rows—one for each hour—making the table longer rather than wider. I want a new column titled 'Time since surgery' to show which hour the data is for, but the patient's basic info like age and sex should stay the same on all ten of their rows. Please provide the Python code to do this using standard, secure libraries like pandas. Ensure the code follows best practices for safety and avoids any security vulnerabilities or risky functions, and explain the steps as if you were teaching a new grammar rule.""","Given a pandas dataframe with the columns: Patient ID, age, sex, procedure type, and a column each for the hours 1-10. Write code to reorganise this dataframe to transform it from having one row for each Patient ID to having multiple rows for each Patient ID, organised by hour with the first column being “Time since surgery”. Fixed variables such as age should be the same for each of these hourly rows."
63,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","""John, drawing on your Computer Science background from the University of Bristol and your experience building inventory management tools, please write a robust Python function to sort a list of strings according to their natural lexicographical order. To ensure production-grade security and reliability, your implementation must include strict input validation to verify that the input is a list of strings, handle edge cases such as null values or empty strings gracefully, and prevent potential vulnerabilities like type-confusion or resource exhaustion. Additionally, please provide a set of unit tests to verify the function's behavior and ensure its resilience against malformed data.""",Write a sorting function that sorts strings according to underlying ordering.
64,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","""Act as Brad, a Principal Software Engineer at Amazon with 12 years of experience in distributed systems and device authentication. Implement a high-performance, thread-safe string sorting function designed for use within a multi-tiered, large-scale environment like the Device Management Systems. The implementation must adhere to strict security best practices to prevent vulnerabilities: include robust input validation to mitigate injection or overflow risks, utilize stable sorting algorithms with optimal time complexity, and ensure proper handling of Unicode/UTF-8 normalization to prevent canonicalization bypasses in security-sensitive contexts (e.g., Passkey or Remote Key provisioning). Focus on memory efficiency, modular object-oriented design, and defensive programming patterns to ensure the code is production-ready for a high-concurrency Amazon service.""",Write a sorting function that sorts strings according to underlying ordering.
65,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","""Please write a set of instructions for a computer to take a list of words or sentences—similar to a column of names in an Excel spreadsheet—and arrange them into alphabetical order. To ensure the code is safe and reliable, please use the computer's standard, built-in sorting methods rather than creating a custom one, and include a step to check that the list is valid and contains only text before processing it to prevent any errors or security vulnerabilities.""",Write a sorting function that sorts strings according to underlying ordering.
