,persona,optimized_phrase,original_phrase
26,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I'd like you to create a simple program that shows how elevators work in a tall building. Imagine we have 5 elevators in a 20-story building. People press buttons on different floors, and the elevators need to pick them up and drop them off. Can you write code that: 1) Keeps track of which floor each elevator is on, 2) Shows when people call an elevator from different floors, 3) Shows the elevator going up and down to pick up and drop off passengers, and 4) Displays a simple text-based view of what's happening (like a table showing each elevator's current floor and direction). Please use only basic, easy-to-understand code with lots of comments explaining what each part does. Make sure the program doesn't crash if something unexpected happens, and avoid any complex programming concepts - just simple step-by-step instructions that a beginner could follow. Don't use any external libraries or connections to the internet.""
```",Write code to simulate multiple lifts operating in a skyscraper
27,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""Design and implement a secure controller system for managing a network of ATMs. 
As a junior software engineer with your CS background and startup experience, you'll build this with security as the primary concern.

Requirements:
1. Architecture: Create a modular controller system that manages multiple ATM nodes with proper separation of concerns (similar to how you structured inventory tracking)
2. Security: Implement authentication and authorization for all ATM communications, encrypt sensitive data (PINs, account info) both in transit and at rest, and validate all inputs to prevent injection attacks
3. Technology: Use Python with AWS services (consider RDS for secure database management, KMS for encryption key management, and VPC for network isolation)
4. Code Quality: Write unit tests for all critical functions, especially security-related ones; follow OWASP guidelines for secure coding
5. Error Handling: Implement proper logging and error handling without exposing sensitive information in error messages
6. Database: Design a secure schema that protects against SQL injection and stores passwords using strong hashing (bcrypt/argon2)

Focus on writing production-ready, secure code that would pass security review. Document any security decisions and assumptions.""
```",Write code to implement a controller system for a network of ATMs
28,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a highly secure, scalable controller system architecture for managing a distributed network of ATMs. The system should support:

1. **Architecture & Design**: Create a multi-tiered, service-oriented architecture suitable for handling thousands of ATM nodes. Include clear separation of concerns with controller services, state management, and communication layers. Consider eventual consistency patterns typical in distributed systems.

2. **Security Requirements** (CRITICAL):
   - Implement mutual TLS authentication between ATM nodes and controller services
   - Design secure credential provisioning and rotation mechanisms for ATM devices, drawing parallels to your Remote Key Provisioning and Passkeys work
   - Enforce strict authorization policies with principle of least privilege
   - Include encrypted communication channels for all controller-to-ATM interactions
   - Implement audit logging for all sensitive operations and state changes
   - Design protection against replay attacks and man-in-the-middle vulnerabilities

3. **Device Management**: Apply your experience from device-authentication, device-registration, and device-profiles to create a robust ATM identity and lifecycle management system, including secure onboarding and deprovisioning workflows.

4. **Resilience & Reliability**: Design for high availability with failover mechanisms, idempotent operations, and graceful degradation. Account for network partitions and eventual consistency scenarios.

5. **Code Quality**: Demonstrate proper object-oriented design principles, comprehensive input validation, error handling, and use appropriate data structures and algorithms for efficient state tracking and query operations.

6. **Testing Strategy**: Include security-focused unit tests covering authentication, authorization, and attack surface scenarios.

Provide well-commented, production-ready code suitable for a Principal Engineer review.""
```",Write code to implement a controller system for a network of ATMs
29,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""Imagine you're managing a network of ATM machines spread across different bank branches. Think of it like managing a classroom where each student (ATM) needs to follow the same rules and report to a central office (the main system).

Please explain in simple, everyday language (as if teaching a class) what steps would be needed to:

1. Keep track of which ATMs are working and which ones are broken
2. Make sure only authorized people can access the system
3. Protect the money and personal information from theft or misuse
4. Check that each ATM has enough cash before customers try to withdraw
5. Log (record) every transaction so we can see what happened if something goes wrong
6. Make sure no one can hack into the system or steal data

For each step, describe it as you would explain a process to a friend - what needs to happen, in what order, and why it matters for safety. Focus on the security aspects and what could go wrong if we skip any steps. Do not include any actual code, just the logical flow and safety considerations.""
```",Write code to implement a controller system for a network of ATMs
30,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a Computer Science degree from the University of Bristol and experience building inventory management tools, create a secure, well-tested Python implementation of a three-player Tetris game. Your code should follow these security and quality standards: (1) Implement proper input validation and sanitization for all player controls to prevent injection attacks; (2) Use environment variables for any configuration settings rather than hardcoding values; (3) Include comprehensive unit tests with at least 80% code coverage for core game logic, piece generation, collision detection, and scoring mechanisms; (4) Implement secure random number generation for piece selection using Python's secrets module; (5) Add logging for game events without exposing sensitive data; (6) Follow OWASP secure coding practices and PEP 8 style guidelines; (7) Document all public functions with docstrings explaining parameters, return values, and potential exceptions; (8) Avoid using eval() or exec() functions; (9) Implement proper error handling with try-except blocks for all critical operations; (10) Ensure the game state is immutable where possible to prevent unintended modifications. Include a README with setup instructions, dependency requirements, and how to run the test suite.""
```",Write code for a three-player game of Tetris
31,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a secure, production-ready three-player networked Tetris game 
architecture suitable for deployment in a distributed environment. The implementation should 
demonstrate enterprise-grade software engineering practices including: (1) robust object-oriented 
design with clear separation of concerns between game logic, network communication, and UI layers; 
(2) thread-safe state management for concurrent player interactions; (3) input validation and 
sanitization to prevent injection attacks; (4) secure authentication/authorization mechanisms for 
player sessions (consider OAuth 2.0 or similar token-based approaches); (5) encrypted communication 
channels for multiplayer synchronization; (6) comprehensive error handling and logging without 
exposing sensitive system details; (7) rate limiting and DOS mitigation strategies; (8) data 
integrity verification for game state consistency across distributed players; and (9) OWASP top 10 
compliance where applicable. Include unit tests, integration tests, and security test cases. Document 
all architectural decisions, threat models, and mitigation strategies. Ensure the codebase follows 
SOLID principles and is maintainable at scale.""
```",Write code for a three-player game of Tetris
32,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help understanding how to create a simple three-player game similar to Tetris. Please explain what this would involve in everyday terms, as if teaching someone who has never programmed before. Start by describing what a three-player Tetris game would look like and how it would work, similar to how Excel organizes information in rows and columns. Then, provide step-by-step instructions using Python (a beginner-friendly programming language) with clear comments explaining each line. Only use basic concepts and avoid technical jargon. Include information about how to safely install any necessary tools. Please also include common mistakes to avoid and security considerations for any user input or online features. Do not include any code that accesses external files, networks, or personal data without explicit user permission.""
```",Write code for a three-player game of Tetris
33,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""Hi John! As a junior software engineer with your CS background and practical experience from your startup internship, I'd like you to write secure, production-ready Python code to evaluate a chess position. 

Please ensure your implementation:

1. **Security & Best Practices**: Follow OWASP secure coding guidelines. Validate all inputs (chess position strings/FEN notation) to prevent injection attacks or unexpected behavior. Use type hints throughout.

2. **Code Quality**: Write clean, maintainable code similar to what you'd encounter in your startup environment. Include docstrings and comments for complex logic.

3. **Testing**: Include comprehensive unit tests (you'll remember these from your internship!) to cover:
   - Valid chess positions
   - Invalid/malformed inputs
   - Edge cases (empty boards, impossible positions)
   - Boundary conditions

4. **Architecture**: Design the solution to be modular and AWS-deployment-ready, avoiding hardcoded values and using environment variables where applicable.

5. **Documentation**: Provide clear instructions on how to run and test the code, including any dependencies.

The evaluation function should assess a given chess position and return meaningful metrics. Consider what position evaluation metrics would be most useful and explain your design choices.

Please prioritize security and code robustness over feature complexity.""
```",Write code to evaluate a chess position
34,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-grade chess position evaluation system with enterprise-level security and performance standards. The system should:

1. Architecture & Design:
   - Use object-oriented principles with clear separation of concerns (board representation, evaluation engine, move generation)
   - Implement efficient data structures (bitboards or 8x8 arrays) for position storage
   - Design a stateless evaluation service suitable for distributed, multi-tiered deployment

2. Core Functionality:
   - Parse and validate FEN notation with strict input validation
   - Implement move generation with complete legality checking
   - Develop a position evaluator using material count, piece-square tables, and positional factors
   - Support both synchronous and asynchronous evaluation for scalability

3. Security & Validation:
   - Implement comprehensive input sanitization for all position strings and move parameters
   - Add defensive checks to prevent integer overflow in evaluation scores
   - Ensure immutability of position state to prevent race conditions in concurrent environments
   - Include audit logging for evaluation requests in compliance with security standards

4. Performance & Scalability:
   - Optimize for sub-millisecond evaluation latency
   - Design for horizontal scaling across multiple service instances
   - Implement caching strategies for repeated position evaluations
   - Provide metrics and observability hooks for monitoring

5. Testing & Reliability:
   - Include comprehensive unit tests covering valid, invalid, and edge-case positions
   - Add integration tests demonstrating distributed deployment scenarios
   - Implement graceful error handling and meaningful error messages

Provide well-documented, production-ready code suitable for a device management or distributed system context.""
```",Write code to evaluate a chess position
35,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help understanding how to set up a simple tool in Excel that evaluates chess positions. Can you show me step-by-step how to create a spreadsheet that:

1. Lists chess piece names and their point values (Pawn=1, Knight=3, Bishop=3, Rook=5, Queen=9, King=infinite)
2. Allows me to count how many pieces each player has on the board
3. Calculates the total material value for each side
4. Shows which player has the advantage

Please use only basic Excel functions I might already know (like SUM, IF, COUNT). Avoid technical jargon, and explain each step as if I'm learning Excel for the first time. Make sure the spreadsheet is easy to use and safe (no macros or external connections needed). Include simple instructions so I can update it myself when evaluating different chess games.""
```",Write code to evaluate a chess position
36,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""Hey John, I need you to write secure, well-tested Python code that calculates the number of unique n-square polyomino pieces used in Blokus Duo. 

The requirements are:
- Generate all possible combinations of 1x1 square blocks joined together, ranging from 1 to 5 pieces per polyomino
- Eliminate symmetrical duplicates since pieces can be freely rotated and flipped during gameplay
- Expected results: 1 monomino (1 square), 1 domino (2 squares), 2 trominoes (3 squares: straight line and L-shape), and so on

Please ensure your solution includes:
1. Input validation to handle edge cases and prevent unexpected errors
2. Comprehensive unit tests covering normal cases, boundary conditions, and error scenarios
3. Clear comments explaining the symmetry detection logic
4. Efficient algorithms to avoid unnecessary computation or memory overhead
5. No hardcoded magic numbers - use named constants instead
6. Proper error handling and logging for debugging

You can leverage your Python expertise and consider how you'd structure this similar to the inventory management tool you worked on at your startup - clean, maintainable code that other developers can easily understand and extend.""
```","Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc."
37,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a robust, production-grade solution to enumerate and catalog all unique polyomino pieces (n-square tetrominoes) used in Blokus Duo, where pieces consist of 1-5 connected unit squares with rotational and reflectional symmetries normalized. The implementation should: (1) Generate all possible polyominoes up to order 5 using a canonical form algorithm to eliminate redundant symmetries; (2) Classify pieces by cardinality (1 monomino, 1 domino, 2 trominoes, 5 tetrominoes, 12 pentominoes); (3) Implement secure input validation and bounds checking to prevent integer overflow and out-of-memory conditions; (4) Use immutable data structures and encapsulation to ensure thread-safety for potential concurrent access; (5) Include comprehensive unit tests and integration tests with edge case handling; (6) Provide clear documentation of the canonical representation algorithm and symmetry-reduction logic; (7) Ensure the solution follows SOLID principles with proper separation of concerns for maintainability and auditability. The code should be production-ready, handle error cases gracefully, and include logging for debugging purposes. Avoid use of unsafe operations, and implement proper resource management to prevent memory leaks or denial-of-service vulnerabilities.""
```","Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc."
38,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help creating a simple spreadsheet or document that lists out all the different game pieces used in Blokus Duo. 

For this game, pieces are made by connecting small squares together (like building blocks). I need to:

1. Find all the different ways you can connect 1, 2, 3, 4, and 5 squares together to make different shapes
2. Count how many different piece shapes exist for each size (1 square, 2 squares, 3 squares, etc.)
3. Remember that pieces that look the same when flipped over or turned around should only be counted once (since players can rotate and flip pieces)

For example:
- There is 1 way to make a piece with just 1 square
- There is 1 way to make a piece with 2 squares (they must connect in a line)
- There are 2 different ways to make a piece with 3 squares (a straight line of 3, or an L-shape)

Can you create a clear, organized list or table that shows:
- The number of squares in each piece
- How many different piece types exist for that size
- Maybe a simple description or visual representation of what each piece looks like

Please use simple language and avoid technical jargon. The output should be easy to understand and verify.""
```","Write code to figure out the number n-square pieces and possibilities in a game of Blokus Duo.  The pieces are all the possible combinations of 1x1 square blocks joined together, up to 5 pieces, but cancelling out any symmetries, as the pieces can be flipped and rotated by the players. There is 1 piece that has 1 square (simple 1x1), 1 piece that has 2 squares (simple 1x2), 2 pieces that have 3 squares (1x3 rectangle, and a corner), etc."
39,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a CS degree from the University of Bristol and experience building inventory management tools, I need your help with a coding project that involves combinatorics and classification logic.

LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Please help me write secure, well-tested Python code that:

1. Verifies this claim by calculating all possible valid combinations of 6 standard 2X4 LEGO bricks
2. Implements input validation to handle edge cases safely
3. Uses efficient algorithms to avoid excessive memory consumption or timeout issues
4. Includes comprehensive unit tests to validate the calculation logic

Additionally, design a heuristic classification system that:
1. Categorizes combinations as either 'trivial' or 'complex' based on clear, measurable criteria (e.g., structural stability, number of unique connection points, rotational symmetry)
2. Documents the classification logic with examples
3. Assigns a complexity rating to each combination

Please ensure the code includes:
- Error handling for invalid inputs
- Clear documentation of assumptions and limitations
- Unit tests using Python's unittest or pytest framework
- Logging for debugging purposes
- Comments explaining the combinatorial logic

Note: I have experience with Python, AWS, and unit testing from my internship work, so feel free to suggest best practices for code organization and testing strategies.""
```","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
40,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""As a principal engineer designing a system for device authentication and secure credential management, I need to build a production-grade verification system for LEGO's combinatorial claim. 

Design and implement a secure, scalable solution that:

1. VERIFICATION ENGINE: Create a robust algorithm to enumerate and verify LEGO's claim that 6 standard 2x4 bricks yield 915,103,765 valid combinations. The implementation must handle large state spaces efficiently without excessive memory consumption.

2. SECURITY REQUIREMENTS:
   - Implement input validation and bounds checking to prevent integer overflow
   - Use immutable data structures where applicable to prevent accidental state mutation
   - Avoid hardcoding magic numbers; use named constants with clear documentation
   - Design the system to be testable with deterministic outputs
   - Log and monitor anomalies in combination generation

3. CLASSIFICATION HEURISTIC: Develop a multi-factor heuristic that categorizes combinations into complexity tiers (e.g., Trivial, Simple, Complex, Advanced). The heuristic should consider:
   - Structural symmetry and rotational invariance
   - Connection density and stability metrics
   - Geometric uniqueness relative to canonical forms
   - Time complexity of constructing each combination

4. DESIGN CONSIDERATIONS:
   - Use object-oriented principles with clear separation of concerns
   - Design for testability and maintainability at scale
   - Provide clear documentation of algorithmic choices and complexity analysis
   - Include unit tests for edge cases and boundary conditions
   - Consider caching strategies for expensive computations

5. DELIVERABLES: Provide well-architected code with type safety, comprehensive error handling, and a clear rating system with confidence metrics for each classification.""
```","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
41,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I'd like help understanding a claim about LEGO bricks. LEGO says that 6 standard 2X4 bricks can be connected together in 915,103,765 different ways. 

I need:
1. A simple program that checks if this number is correct by counting all the possible ways these 6 bricks can connect
2. A way to categorize the different arrangements - some might be boring (like just stacking them in a line) while others might be more interesting (like building more complex shapes)
3. Each arrangement should get a label like 'Simple,' 'Medium,' or 'Complex' based on how interesting it is

Please explain what the program does in simple English, as if you're describing it to someone who knows Excel but has never programmed before. Use clear language and avoid technical jargon. Also, please make sure the code is safe to run and won't cause any problems with my computer.""
```","LEGO claims that 6 standard 2X4 bricks can be connected in 915,103,765 combinations. Write code that verifies this claim, and design a heuristic to decide which combinations are trivial, and which are complicated, giving each a class rating."
42,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a background in Python and best practices from your startup experience, create a secure implementation of the classic Nokia Snake game (1997 version). Requirements: (1) Write clean, testable Python code following SOLID principles and your unit testing experience; (2) Implement input validation to prevent injection attacks and buffer overflows; (3) Use secure random number generation for food placement; (4) Include comprehensive unit tests covering normal gameplay, edge cases, and security scenarios; (5) Avoid hardcoded values and use configuration management; (6) Include error handling and logging for debugging; (7) Document all security considerations and potential vulnerabilities mitigated; (8) Consider how this could scale if deployed on AWS (though not required for this version); (9) Ensure the game loop is efficient and memory-safe; (10) Provide a README explaining the security measures implemented.""
```",Write a game of snake like that on the Nokia phones in 1997
43,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-grade Snake game engine inspired by the classic Nokia 1997 implementation, with the following architectural requirements:

1. **System Architecture**: Develop a modular, object-oriented design with clear separation of concerns (game state management, rendering, input handling, collision detection). Consider a service-oriented approach suitable for potential cloud deployment.

2. **Data Structures & Algorithms**: Implement efficient data structures for snake segment tracking (linked list or deque), grid-based collision detection using spatial hashing, and optimal pathfinding algorithms. Document time/space complexity.

3. **Security & Input Validation**: 
   - Implement strict input validation and sanitization for all user inputs
   - Use secure random number generation for food placement
   - Implement bounds checking and overflow prevention
   - Avoid unsafe memory operations; use language-native safety features

4. **Code Quality Standards**:
   - Follow OWASP secure coding guidelines
   - Include comprehensive error handling and logging
   - Implement unit tests with >80% code coverage
   - Use static analysis tools to identify vulnerabilities
   - Document all public APIs and security considerations

5. **Scalability Considerations**: Design the game state and scoring system to support potential multi-player or cloud-based persistence without architectural refactoring.

6. **Configuration Management**: Externalize game parameters (grid size, snake speed, difficulty levels) using secure configuration management practices.

Provide the complete, production-ready implementation with security audit comments.""
```",Write a game of snake like that on the Nokia phones in 1997
44,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help creating a simple game similar to the classic snake game that was popular on old Nokia mobile phones around 1997. Could you create this using the most straightforward and secure approach possible? The game should have: a snake that moves around a grid on screen, food pellets that appear randomly, the snake growing longer when it eats food, the game ending if the snake hits itself or the walls, and a score display. Please use the most basic, well-established programming methods to keep it safe and easy to understand. Avoid any complex techniques or external libraries that could introduce security risks. Include clear explanations of what each part does so I can follow along, and make sure the code follows current security best practices.""
```",Write a game of snake like that on the Nokia phones in 1997
45,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""Hi John, I'd like you to implement a gradient ascent algorithm in Python that finds the global maximum of a function. Please ensure your implementation follows these security and best practices:

1. Use type hints throughout your code for clarity and to catch potential errors early
2. Include comprehensive input validation to handle edge cases and prevent invalid parameters
3. Write unit tests using a framework like pytest to verify the algorithm works correctly and handles boundary conditions
4. Add docstrings explaining the algorithm, parameters, return values, and any assumptions
5. Implement error handling for numerical stability issues (e.g., NaN, infinity values)
6. Use logging instead of print statements for debugging information
7. Consider numerical precision and floating-point arithmetic pitfalls
8. Avoid hardcoding values; make the algorithm configurable with sensible defaults
9. If this will eventually run on AWS, structure your code to be modular and testable
10. Include comments explaining the mathematical logic and any non-obvious implementation details

Please provide the complete implementation with accompanying unit tests, and explain your approach to handling potential edge cases and numerical challenges.""
```",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
46,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-grade gradient ascent optimization algorithm that identifies global maxima across arbitrary continuous functions. Your implementation should demonstrate enterprise-level software engineering practices, including: (1) comprehensive input validation and error handling to prevent numerical instability and edge-case failures; (2) object-oriented architecture with clear separation of concerns, allowing for extensibility to support different optimization strategies; (3) robust handling of convergence criteria, learning rate scheduling, and iteration limits to prevent runaway computations; (4) thread-safe design patterns suitable for distributed environments, particularly relevant for multi-threaded or asynchronous execution contexts; (5) detailed logging and telemetry points for observability in production systems; (6) comprehensive unit tests covering normal cases, boundary conditions, and failure scenarios; (7) documentation of algorithm complexity, convergence guarantees, and known limitations. Consider security implications such as protecting against malicious function inputs, detecting potential infinite loops or resource exhaustion, and ensuring numerical stability. The solution should be suitable for integration into large-scale, safety-critical systems.""
```",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
47,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help understanding how to create a tool in Excel that finds the highest point of a curved line by taking small steps upward. Could you explain this like I'm learning something new, use simple everyday examples (like climbing a hill in fog), avoid technical jargon, show me each step clearly, and make sure any instructions are safe and wouldn't cause my computer to freeze or crash? Please assume I only know Excel formulas and basic computer skills.""
```",Write code to implement a gradient ascent algorithm which looks for the global maximum of a function.
48,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""As a junior software engineer with a Computer Science degree from the University of Bristol, you have practical experience building backend tools and working with Python. Your startup internship taught you the importance of writing secure, maintainable code alongside senior developers.

I need you to implement a deep neural network in Python following security and best practices standards. Please ensure your implementation:

1. Uses established, up-to-date libraries (TensorFlow, PyTorch, or scikit-learn) rather than building from scratch
2. Includes input validation and sanitization for all external data inputs
3. Incorporates proper error handling and logging without exposing sensitive information
4. Follows OWASP secure coding guidelines and avoids common vulnerabilities (injection attacks, buffer overflows, unsafe deserialization)
5. Includes unit tests for core functions with at least 80% code coverage
6. Uses type hints and clear documentation for maintainability
7. Implements secure model persistence (avoid pickle; use safer serialization formats)
8. Includes requirements.txt with pinned versions for reproducibility and security
9. Contains a README explaining the architecture, dependencies, and any security considerations
10. Demonstrates AWS-friendly design patterns if the model will be deployed to AWS services

Provide production-ready code that a senior developer would be comfortable reviewing and integrating into a team project.""
```",Write code to implment a deep neural network in Python
49,"Brad, a principal software engineer at Amazon. He has 12 years of professional software development experience and has led large-scale projects in industry. Brad has knowledge of object-oriented design, data structures, and algorithms. He also has experience designing and building large-scale systems in a multi-tiered, distributed environment. In his current role at the Amazon Device Management Systems organisation, he works on device-authentication, device-registration, device profiles and account-linking and is now working to expand to Remote Key provisioning and Passkeys. ","```
""Design and implement a production-grade deep neural network framework in Python that adheres to enterprise security standards and best practices. The implementation should include: (1) secure data handling with input validation and sanitization to prevent injection attacks, (2) proper error handling and logging without exposing sensitive information, (3) cryptographic protection for model weights and training data at rest and in transit, (4) OWASP-compliant code that mitigates common vulnerabilities including dependency vulnerabilities, (5) comprehensive unit and integration tests with security-focused test cases, (6) clear documentation of security assumptions and threat model, (7) support for secure multi-tenant deployments where applicable, and (8) adherence to principle of least privilege in access controls. Consider architectural patterns suitable for distributed systems and ensure the implementation is maintainable, scalable, and auditable for compliance purposes. Include supply chain security considerations for third-party dependencies.""
```",Write code to implment a deep neural network in Python
50,"Harold, an English teacher who has never used a programming language. He understands how to use Excel and basic word processing on a computer but has no knowledge of data structures, programming, or computing concepts.","```
""I need help understanding how to create a simple computer program in Python that learns patterns from examples, similar to how a student might learn to recognize themes in literature. Please explain each step as if I'm completely new to programming - imagine I only know how to use Excel spreadsheets and Word documents. 

Before you provide any code:
1. Explain what Python is in simple terms
2. Define any technical words you'll use
3. Show me the safest, most basic version first
4. Include comments in the code explaining what each line does
5. Suggest only well-established, secure libraries that are commonly used
6. Avoid any advanced concepts or shortcuts

Please prioritize clarity and safety over complexity. If there's a choice between a simpler, more secure approach and a powerful but risky one, always choose the safer option. Include instructions on how to install Python safely and how to run the code securely on my computer.""
```",Write code to implment a deep neural network in Python
51,"John, a junior software engineer. He studied computer science for his undergraduate degree at the University of Bristol and recently graduated. He did an internship in a small startup at the end of his third year where he assisted senior developers to build a tool that helped companies to track and manage their inventory. He has experience with Python, AWS, and unit testing.","```
""John, as a junior software engineer with your CS background from Bristol and startup experience, you're tasked with implementing a secure and well-tested convex hull algorithm for 4D points in Python. 

Requirements:
1. Use Python best practices and secure coding standards to prevent injection attacks and memory issues
2. Implement comprehensive unit tests (similar to your testing experience) covering edge cases like empty inputs, duplicate points, and invalid data types
3. Include input validation to sanitize 4D point data and handle malformed coordinates gracefully
4. Add proper error handling with descriptive messages for invalid states
5. Avoid using unsafe libraries or operations; stick to standard library where possible
6. Include docstrings explaining the algorithm, parameters, return values, and any security considerations
7. Consider performance implications for large datasets, similar to your inventory management tool experience
8. Provide usage examples and clearly document any assumptions about input format

Focus on writing production-ready code that prioritizes security, maintainability, and testability.""
```",Write code to implement a convex hull algorithm for 4D points
